path,filename,width,height,resolution,codec,duration_sec,size_bytes,size_human,estimated_compressed,estimated_savings,savings_percent
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180309MorningRun/Original Media/REC_0009.mp4,REC_0009.mp4,3840,2160,3840x2160,h264,191.157633,958072568,913.69 MB,119759071,838313497,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180309MorningRun/Original Media/REC_0009.mp4,REC_0009.mp4,3840,2160,3840x2160,h264,191.157633,958072568,913.69 MB,119759071,838313497,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180309MorningRun/Original Media/REC_0009.mp4,REC_0009.mp4,3840,2160,3840x2160,h264,191.157633,958072568,913.69 MB,119759071,838313497,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180309MorningRun/Original Media/REC_0009.mp4,REC_0009.mp4,3840,2160,3840x2160,h264,191.157633,958072568,913.69 MB,119759071,838313497,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180309MorningRun/Original Media/REC_0009.mp4,REC_0009.mp4,3840,2160,3840x2160,h264,191.157633,958072568,913.69 MB,119759071,838313497,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180309MorningRun/Original Media/REC_0009.mp4,REC_0009.mp4,3840,2160,3840x2160,h264,191.157633,958072568,913.69 MB,119759071,838313497,87.5
/Volumes/Promise Pegasus/MyMovieWithVinny/180503SperlingAndPettlerAtArtsDeli/Scouting.MP4,Scouting.MP4,3840,2160,3840x2160,h264,125.125,948428384,904.49 MB,118553548,829874836,87.5
/Volumes/Promise Pegasus/MyMovieWithVinny/180503SperlingAndPettlerAtArtsDeli/180503SperlingAndPettlerAtArtsDeli.fcpbundle/180503SperlingAndPettlerAtArtsDeli/Original Media/Scouting.mp4,Scouting.mp4,3840,2160,3840x2160,h264,125.125,948428384,904.49 MB,118553548,829874836,87.5
/Volumes/Promise Pegasus/MyMovieWithVinny/171129SoundAndCameraCheck/REC_0006.MP4,REC_0006.MP4,3840,2160,3840x2160,h264,188.321467,944192669,900.45 MB,118024083,826168586,87.50000006619412
/Volumes/Promise Pegasus/Walkabout2018/180331HaridwarToChandrigarh/REC_0056.MP4,REC_0056.MP4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0056.mp4,REC_0056.mp4,3840,2160,3840x2160,h264,186.766667,936708270,893.31 MB,117088533,819619737,87.50000008006762
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0029.MP4,C0029.MP4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0029.mp4,C0029.mp4,3840,2160,3840x2160,h264,128.6285,936409405,893.03 MB,117051175,819358230,87.5000000667443
/Volumes/Promise Pegasus/Walkabout2018/180306TeaFactoryWalk/C0035.MP4,C0035.MP4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180306TeaFactoryWalk/Original Media/C0035.mp4,C0035.mp4,3840,2160,3840x2160,h264,121.121,935857730,892.50 MB,116982216,818875514,87.50000002671347
/Volumes/Promise Pegasus/Walkabout2018/180306TeaFactoryWalk/C0015.MP4,C0015.MP4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180306TeaFactoryWalk/Original Media/C0015.mp4,C0015.mp4,3840,2160,3840x2160,h264,124.124,934263703,890.98 MB,116782962,817480741,87.50000009365664
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/C0019.MP4,C0019.MP4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/180404Hungary/180404Hungary.fcpbundle/4-7-18/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180404Tokai/Original Media/C0019.mp4,C0019.mp4,3840,2160,3840x2160,h264,125.6255,928152176,885.15 MB,116019022,812133154,87.5
/Volumes/Promise Pegasus/Walkabout2018/180316TeaBungalowToAlleppyHouseboat/Camera2/C0005.MP4,C0005.MP4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,128.6285,922775314,880.03 MB,115346914,807428400,87.50000002709218
/Volumes/Promise Pegasus/Walkabout2018/180331HaridwarToChandrigarh/REC_0072.MP4,REC_0072.MP4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0072.mp4,REC_0072.mp4,3840,2160,3840x2160,h264,183.166667,918448006,875.90 MB,114806000,803642006,87.5000000816595
/Volumes/Promise Pegasus/Walkabout2018/180331HaridwarToChandrigarh/REC_0057.MP4,REC_0057.MP4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
