path,filename,width,height,resolution,codec,duration_sec,size_bytes,size_human,estimated_compressed,estimated_savings,savings_percent
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0057.mp4,REC_0057.mp4,3840,2160,3840x2160,h264,182.566667,915968127,873.54 MB,114496015,801472112,87.50000009552734
/Volumes/Promise Pegasus/Walkabout2018/180303PondicherryBRoll/C0006.MP4,C0006.MP4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180303PondicherryBRoll/Original Media/C0006.mp4,C0006.mp4,3840,2160,3840x2160,h264,127.127,914322829,871.97 MB,114290353,800032476,87.5000000683566
/Volumes/Promise Pegasus/Walkabout2018/180331HaridwarToChandrigarh/REC_0089.MP4,REC_0089.MP4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0089.mp4,REC_0089.mp4,3840,2160,3840x2160,h264,182.1,913506286,871.19 MB,114188285,799318001,87.50000008210124
/Volumes/Promise Pegasus/PeirceGang/171201PeirceGangTrichotomyNecessityLawOfMindAndEvolution/171201MikeOnTheSimTableCaper.mp4,171201MikeOnTheSimTableCaper.mp4,3840,2160,3840x2160,h264,246.7465,913498472,871.18 MB,114187309,799311163,87.5
/Volumes/Promise Pegasus/Walkabout2018/180331HaridwarToChandrigarh/REC_0050.MP4,REC_0050.MP4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180331HaridwarToChandrigarh/Original Media/REC_0050.mp4,REC_0050.mp4,3840,2160,3840x2160,h264,179.7,901120006,859.38 MB,112640000,788480006,87.50000008322975
/Volumes/Promise Pegasus/Walkabout2018/180316TeaBungalowToAlleppyHouseboat/Camera2/C0023.MP4,C0023.MP4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180316TeaBungalowToAlleppyHouseboat/Original Media/C0023.mp4,C0023.mp4,3840,2160,3840x2160,h264,130.13,900769681,859.04 MB,112596210,788173471,87.50000001387703
/Volumes/Promise Pegasus/Walkabout2018/180315ExtendedSelfieWithMandNandV/C0005.MP4,C0005.MP4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180315ExtendedSelfieWithMandNandV/Original Media/C0005.mp4,C0005.mp4,3840,2160,3840x2160,h264,127.127,897551016,855.97 MB,112193877,785357139,87.5
/Volumes/Promise Pegasus/MyMovieWithVinny/180727EditingWalkaboutWithVinny/REC_0004.MP4,REC_0004.MP4,3840,2160,3840x2160,h264,177.3772,892941129,851.58 MB,111617641,781323488,87.50000001399869
/Volumes/Promise Pegasus/MyMovieWithVinny/180727EditingWalkaboutWithVinny/180727EditingWalkaboutWithVinny.fcpbundle/7-27-18/Original Media/REC_0004.mp4,REC_0004.mp4,3840,2160,3840x2160,h264,177.3772,892941129,851.58 MB,111617641,781323488,87.50000001399869
/Volumes/Promise Pegasus/Walkabout2018/180309OverviewTakes/Fergi5.MP4,Fergi5.MP4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180309OverviewTakes/Original Media/Fergi5.mp4,Fergi5.mp4,3840,2160,3840x2160,h264,123.123,891684258,850.38 MB,111460532,780223726,87.50000002803682
/Volumes/Promise Pegasus/Walkabout2018/180322AfternoonAboutBenares/REC_0006.MP4,REC_0006.MP4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180322AfternoonAboutBenares/Original Media/REC_0006.mp4,REC_0006.mp4,3840,2160,3840x2160,h264,177.033333,887972840,846.84 MB,110996605,776976235,87.5
